City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,hithadhoo,-0.6,73.0833,29.49,75,100,6.21,MV,1715697227
283,papao,-17.75,-149.55,23.82,72,31,10.46,PF,1715697228
284,sabang,5.8933,95.3214,29.65,70,100,0.95,ID,1715697229
285,bovalino,38.149,16.174,21.3,82,100,3.13,IT,1715697230
286,ust-tsilma,65.441,52.1498,0.34,87,99,2.68,RU,1715697230
287,kulhudhuffushi,6.6221,73.07,29.3,74,100,2.6,MV,1715697231
288,flin flon,54.7682,-101.865,6.91,65,40,2.06,CA,1715697231
289,samux,40.7647,46.4085,12.56,100,100,7.2,AZ,1715697232
290,lata,40.1629,-8.3327,17.26,56,100,6.08,PT,1715697233
291,moura,38.1401,-7.4486,20.06,28,48,6.84,PT,1715697233
292,itamaraca,-7.7478,-34.8256,30.03,66,76,4.59,BR,1715697234
293,ivdel',60.6911,60.4206,4.55,48,98,4.47,RU,1715697234
294,jasper,37.2001,-94.3502,18.33,88,100,3.6,US,1715697235
295,gambela,8.25,34.5833,23.15,92,100,4.2,ET,1715697236
296,tolanaro,-25.0319,46.9987,21.04,94,75,4.12,MG,1715697236
297,'ain el berd,35.3639,-0.5128,24.45,41,28,14.4,DZ,1715697237
298,aweil,8.7682,27.4002,30.03,52,100,3.1,SS,1715697237
299,forbes,-33.3833,148.0167,9.4,75,2,2.25,AU,1715697238
300,pisco,-13.7,-76.2167,21.03,73,10,2.06,PE,1715697238
301,jamaame,0.0697,42.745,27.93,77,99,5.87,SO,1715697239
302,waingapu,-9.6567,120.2641,24.49,86,93,2.88,ID,1715697240
303,bodo,67.28,14.405,20.02,37,0,2.57,NO,1715697240
304,kifri,34.6959,44.9661,27.42,24,0,4.57,IQ,1715697241
305,kasane,-17.8167,25.15,28.16,22,17,3.87,BW,1715697241
306,north myrtle beach,33.816,-78.68,22.34,93,100,2.57,US,1715697242
307,cururupu,-1.8283,-44.8683,33.06,51,29,2.53,BR,1715697243
308,kiruna,67.8557,20.2251,12.51,47,20,3.6,SE,1715697243
309,al fuwayliq,26.4432,43.2534,33.29,16,1,6.34,SA,1715697244
310,klerksdorp,-26.8521,26.6667,23.33,26,43,2.71,ZA,1715697244
311,lanxi,29.2195,119.477,17.4,69,0,1.12,CN,1715697245
312,tongliao,43.6125,122.2653,12.3,16,48,6.32,CN,1715697245
313,baykal'sk,51.5058,104.1469,10.87,58,87,2.6,RU,1715697246
314,es castell,39.8795,4.2854,21.38,78,40,5.14,ES,1715697247
315,kharkhorin,47.1975,102.8238,12.68,19,97,6.47,MN,1715697247
316,fale old settlement,-9.3852,-171.2468,28.95,79,31,7.65,TK,1715697248
317,kristiansund,63.1115,7.732,23.36,38,0,1.54,NO,1715697248
318,staunton,38.1496,-79.0717,17.05,91,100,2.57,US,1715697217
319,shalqar,47.8333,59.6,19.07,39,29,4.94,KZ,1715697250
320,ahar,38.4774,47.0699,16.3,41,36,5.14,IR,1715697250
321,keflavik,64.0049,-22.5624,8.95,61,20,4.12,IS,1715697251
322,andergrove,-21.0833,149.1833,20.36,78,79,6.14,AU,1715697251
323,yemetsk,63.4721,41.7941,5.41,78,91,2.55,RU,1715697252
324,belmonte,-15.8631,-38.8828,30.23,62,0,2.52,BR,1715697252
325,kone,-21.0595,164.8658,20.98,93,0,1.87,NC,1715697254
326,prienai,54.6333,23.95,19.6,53,52,3.55,LT,1715697255
327,potosi,-19.5836,-65.7531,13.48,30,75,1.54,BO,1715697255
328,looe,50.3578,-4.4542,17.07,91,54,10.07,GB,1715697256
329,kolosovka,56.4678,73.611,6.23,54,100,4.93,RU,1715697257
330,slave lake,55.2834,-114.769,12.99,41,0,5.66,CA,1715697257
331,tuineje,28.3237,-14.0472,21.88,59,14,9.54,ES,1715697258
332,sosnogorsk,63.6023,53.8817,-0.26,88,100,3.13,RU,1715697258
333,qaqortoq,60.7167,-46.0333,3.61,75,79,1.67,GL,1715697259
334,antsiranana,-12.2787,49.2917,28.42,65,40,6.17,MG,1715697259
335,birnin kudu,11.4459,9.4984,40.38,15,99,2.49,NG,1715697260
336,kashary,49.04,41.0056,13.7,46,99,4.46,RU,1715697261
337,siuna,13.7332,-84.7773,30.67,54,100,2.31,NI,1715697261
338,kavaratti,10.5669,72.642,30.31,67,55,1.05,IN,1715697262
339,ferkessedougou,9.6,-5.2,37.39,31,43,3.74,CI,1715697262
340,libona,8.3389,124.7353,23.01,80,100,1.32,PH,1715697264
341,paracuru,-3.41,-39.0306,29.5,82,98,3.53,BR,1715697264
342,nizhneudinsk,54.9076,99.0276,16.96,41,100,2.25,RU,1715697265
343,vadso,70.0744,29.7487,12.49,81,40,3.09,NO,1715697265
344,butia,-30.1197,-51.9622,13.95,57,23,2.12,BR,1715697266
345,villablino,42.9393,-6.3194,10.11,93,98,2.71,ES,1715697267
346,nayoro,44.3506,142.4578,9.59,89,8,1.75,JP,1715697267
347,quimili,-27.6333,-62.4167,13.63,44,18,3.69,AR,1715697268
348,yambio,4.5721,28.3955,26.69,71,100,0.27,SS,1715697268
349,port augusta,-32.5,137.7667,15.6,55,93,2.72,AU,1715697269
350,luwuk,-0.9516,122.7875,23.87,91,100,2.12,ID,1715697269
351,abadiania,-16.2042,-48.7069,27.51,37,0,2.44,BR,1715697270
352,smara,26.7384,-11.6719,29.47,29,53,9.19,EH,1715697271
353,dawei,14.0833,98.2,28.68,79,100,1.95,MM,1715697271
354,juye,35.3947,116.0883,22.69,39,5,0.49,CN,1715697272
355,chongwe,-15.3292,28.682,25.32,39,16,3.23,ZM,1715697272
356,kushiro,42.975,144.3747,6.53,93,2,1.03,JP,1715697273
357,peterhead,57.5058,-1.7981,18.58,96,81,5.26,GB,1715697091
358,puerto lempira,15.2667,-83.7667,31.08,66,20,4.12,HN,1715697275
359,rongelap,11.1635,166.8941,27.17,82,59,9.27,MH,1715697276
360,mana,5.6592,-53.7767,27.52,82,97,2.68,GF,1715697277
361,sisimiut,66.9395,-53.6735,-3.86,65,6,4.24,GL,1715697277
362,mao,39.8885,4.2658,21.31,78,40,5.14,ES,1715697278
363,maloye ganyushkino,46.6,49.2667,17.7,39,100,1.92,KZ,1715697278
364,new norfolk,-42.7826,147.0587,12.72,80,100,1.7,AU,1715697280
365,port douglas,-16.4833,145.4667,23.91,85,52,5.47,AU,1715697280
366,yokadouma,3.5167,15.05,21.45,99,100,1.28,CM,1715697281
367,mantua,45.1667,10.7833,24.53,64,50,5.19,IT,1715697281
368,mount isa,-20.7333,139.5,20.87,52,0,4.63,AU,1715697282
369,tarawa,1.419,172.984,29.05,84,20,3.6,KI,1715697283
370,piti village,13.4626,144.6933,28.5,87,0,4.63,GU,1715697283
371,kashgar,39.4547,75.9797,29.56,11,0,3.0,CN,1715697284
372,murs-erigne,47.4,-0.55,18.35,68,100,7.61,FR,1715697284
373,raunds,52.3443,-0.5366,17.23,76,100,4.85,GB,1715697285
374,westport,41.1415,-73.3579,21.84,61,0,2.57,US,1715697018
375,grand island,40.925,-98.342,18.49,78,0,0.0,US,1715697121
376,dryden,49.7833,-92.7503,9.16,57,0,4.63,CA,1715697287
377,kasempa,-13.4584,25.8338,27.03,29,84,3.25,ZM,1715697287
378,kirensk,57.7853,108.1119,13.87,44,80,3.13,RU,1715697288
379,dudinka,69.4058,86.1778,-1.85,98,100,3.58,RU,1715697288
380,hilo,19.7297,-155.09,22.93,93,75,2.06,US,1715697289
381,egersund,58.4513,5.9997,24.49,48,36,8.84,NO,1715697289
382,vysokaya gora,55.9128,49.3017,9.13,41,72,2.74,RU,1715697291
383,weno,7.4515,151.8468,27.97,94,100,3.6,FM,1715697291
384,aras-asan,8.8908,126.3033,26.63,80,98,1.1,PH,1715697292
385,rio grande,-32.035,-52.0986,13.06,63,20,7.72,BR,1715697292
386,sinan,34.8262,126.1086,13.06,60,0,2.94,KR,1715697293
387,kamloops,50.6665,-120.3192,10.97,84,75,1.03,CA,1715697294
388,el calafate,-50.3408,-72.2768,5.91,72,41,4.63,AR,1715697294
389,twin falls,42.3505,-114.6445,12.18,58,20,3.6,US,1715697295
390,zinjibar,13.1287,45.3807,30.55,69,8,5.55,YE,1715697295
391,riverton,40.5219,-111.9391,17.33,64,40,1.34,US,1715697009
392,hovd,48.0056,91.6419,19.44,32,89,6.08,MN,1715697296
393,khoni,42.3226,42.4206,11.55,87,100,4.12,GE,1715697297
394,talcahuano,-36.7167,-73.1167,6.82,76,0,3.6,CL,1715697298
395,merano,46.6682,11.1595,21.64,69,89,2.25,IT,1715697298
396,cidreira,-30.1811,-50.2056,15.32,65,29,7.1,BR,1715697299
397,khanskaya,44.677,39.9616,11.8,94,100,1.99,RU,1715697299
398,takab,36.4009,47.1133,12.76,48,37,8.21,IR,1715697300
399,klaksvik,62.2266,-6.589,11.51,90,100,9.86,FO,1715697301
400,minas de marcona,-15.2119,-75.1103,19.26,59,31,4.8,PE,1715697301
401,richards bay,-28.783,32.0377,22.5,75,57,5.89,ZA,1715697302
402,bodaybo,57.8506,114.1933,6.05,78,95,2.32,RU,1715697303
403,saint-joseph,-21.3667,55.6167,24.21,71,45,4.98,RE,1715697304
404,guiuan,11.0333,125.7247,29.32,71,100,4.87,PH,1715697305
405,tutoia,-2.7619,-42.2744,31.94,57,82,2.33,BR,1715697305
406,idri,27.5,13.2667,36.74,10,0,4.54,LY,1715697306
407,port hedland,-20.3167,118.5667,24.03,88,4,0.0,AU,1715697307
408,palmer,42.1584,-72.3287,21.58,63,75,3.6,US,1715697080
409,bubaque,11.2833,-15.8333,26.24,79,100,5.69,GW,1715697308
410,jayapura,-2.5333,140.7,24.66,94,100,1.38,ID,1715697308
411,xichang,27.8964,102.2634,18.57,83,60,1.89,CN,1715697309
412,magadan,59.5667,150.8,3.63,68,0,3.12,RU,1715697310
413,adamantina,-21.6853,-51.0725,25.71,53,2,5.13,BR,1715697311
414,amuntai,-2.4177,115.2494,24.77,86,97,0.88,ID,1715697311
415,el granada,37.5027,-122.4694,14.33,90,100,3.09,US,1715697312
416,itau de minas,-20.7394,-46.7522,28.64,30,3,2.61,BR,1715697312
417,altagracia de orituco,9.8601,-66.3814,33.32,33,81,4.04,VE,1715697313
418,sibolga,1.7427,98.7792,26.42,90,100,1.15,ID,1715697314
419,itanhem,-17.1664,-40.33,33.11,40,0,1.27,BR,1715697314
420,quellon,-43.1167,-73.6167,7.16,72,4,3.25,CL,1715697315
421,venice,27.0998,-82.4543,31.25,85,75,6.17,US,1715697316
422,cam ranh,11.9214,109.1591,29.98,70,20,3.6,VN,1715697316
423,maumere,-8.6199,122.2111,25.53,78,5,1.7,ID,1715697317
424,khovd,48.0056,91.6419,19.44,32,89,6.08,MN,1715697318
425,key west,24.5557,-81.7826,29.44,83,20,9.26,US,1715697319
426,lokbatan,40.3237,49.728,13.99,67,44,8.98,AZ,1715697319
427,kurchum,48.5722,83.6542,20.2,42,91,3.04,KZ,1715697320
428,kailua-kona,19.6406,-155.9956,22.98,78,0,2.06,US,1715697027
429,bielsk podlaski,52.7651,23.1865,15.02,73,100,2.34,PL,1715697321
430,bich'vinta,43.1592,40.3378,15.1,85,95,1.89,GE,1715697322
431,maua,-23.6678,-46.4614,22.98,81,100,3.43,BR,1715697273
432,remire-montjoly,4.9167,-52.2667,30.02,79,75,2.57,GF,1715697323
433,puerto cabezas,14.0351,-83.3888,30.94,57,100,3.51,NI,1715697323
434,guanica,17.9716,-66.908,32.51,66,2,5.18,PR,1715697324
435,colonel hill,22.7667,-74.2167,26.79,76,100,7.78,BS,1715697324
436,tudor vladimirescu,45.5667,27.65,17.01,36,69,7.26,RO,1715697325
437,walvis bay,-22.9575,14.5053,28.53,34,6,3.09,NA,1715697326
438,luganville,-15.5333,167.1667,25.74,88,100,4.46,VU,1715697326
439,elizabeth city,36.2946,-76.2511,23.34,77,100,3.09,US,1715697327
440,nenjiang,49.1833,125.2167,5.7,56,30,3.39,CN,1715697327
441,wurno,13.2878,5.4233,41.78,18,95,2.65,NG,1715697328
442,padang,-0.9492,100.3543,27.03,87,100,1.45,ID,1715697329
443,belize city,17.4995,-88.1976,30.57,84,75,4.12,BZ,1715697329
444,tofol,5.3248,163.0078,28.55,78,96,7.22,FM,1715697330
445,newman,37.3138,-121.0208,17.38,76,27,1.79,US,1715697331
446,guadalupe y calvo,26.1,-106.9667,17.77,19,3,1.33,MX,1715697331
447,yaren,-0.5472,166.916,29.33,77,91,5.51,NR,1715697332
448,sidney,-33.8679,151.2073,15.91,91,40,3.6,AU,1715697106
449,lebyazh'ye,55.2689,66.4947,8.02,59,74,2.66,RU,1715697333
450,lerwick,60.1545,-1.1494,13.0,89,35,7.05,GB,1715697333
451,murray bridge,-35.1167,139.2667,12.97,80,86,1.4,AU,1715697334
452,vilyuchinsk,52.9306,158.4028,5.15,77,59,5.23,RU,1715697334
453,kovernino,57.1253,43.8142,10.62,45,94,1.36,RU,1715697335
454,dampit,-8.2116,112.7493,21.5,97,58,1.03,ID,1715697336
455,paradip garh,20.3167,86.6167,29.24,74,1,4.34,IN,1715697336
456,selkirk,50.1436,-96.8845,10.08,74,100,1.79,CA,1715697337
457,phongsali,21.6833,102.1058,21.12,71,59,0.53,LA,1715697338
458,ribnitz-damgarten,54.25,12.4667,23.25,68,3,6.27,DE,1715697338
459,ulsteinvik,62.3432,5.8487,23.5,54,35,1.62,NO,1715697339
460,arawa,-6.2132,155.5367,25.76,94,100,1.32,PG,1715697340
461,pierre,44.3683,-100.351,16.82,54,0,5.66,US,1715697340
462,auki,-8.7676,160.7034,25.71,92,88,2.05,SB,1715697341
463,fontanka,46.5626,30.8607,9.85,77,100,10.1,UA,1715697341
464,manakara,-22.1333,48.0167,21.97,87,6,2.44,MG,1715697342
465,ormara,25.2088,64.6357,27.66,82,3,4.24,PK,1715697342
466,sudak,44.85,34.9667,9.45,57,56,1.49,UA,1715697343
467,kirakira,-10.4544,161.9205,26.8,90,76,5.38,SB,1715697344
468,ko lanta,7.5336,99.0865,29.79,71,100,1.12,TH,1715697344
469,gaspe,48.8334,-64.4819,14.12,62,75,6.17,CA,1715697147
470,mar del plata,-38.0023,-57.5575,12.27,70,20,7.72,AR,1715697345
471,vredendal,-31.6683,18.5012,22.96,32,4,8.07,ZA,1715697346
472,reggane,26.7158,0.1714,42.82,6,6,4.41,DZ,1715697346
473,grand falls-windsor,48.9332,-55.6649,11.39,68,99,3.13,CA,1715697347
474,kem',64.9555,34.5793,7.38,97,100,3.64,RU,1715697348
475,kuytun,54.3419,101.5036,15.15,39,100,2.73,RU,1715697349
476,zeya,53.75,127.2667,8.6,59,26,2.92,RU,1715697349
477,severo-yeniseyskiy,60.3725,93.0408,16.99,40,100,5.81,RU,1715697350
478,qui nhon,13.7667,109.2333,27.4,86,100,1.58,VN,1715697350
479,llanes,43.4198,-4.7549,13.95,81,82,7.65,ES,1715697351
480,wells beach station,43.324,-70.5914,19.98,83,90,1.34,US,1715697352
481,ar ruways,24.1103,52.7306,36.56,24,10,3.42,AE,1715697352
482,dapa,9.7594,126.0531,28.05,76,99,3.2,PH,1715697353
483,choibalsan,48.0667,114.5,9.77,21,1,3.89,MN,1715697353
484,paka,4.6374,103.4368,29.96,74,79,1.54,MY,1715697354
485,chibougamau,49.9168,-74.3659,6.79,93,100,4.12,CA,1715697355
486,khorixas,-20.3667,14.9667,32.66,13,14,2.81,NA,1715697355
487,kandi,11.1342,2.9386,39.58,26,40,0.04,BJ,1715697356
488,alice springs,-23.7,133.8833,12.75,67,1,2.06,AU,1715697348
489,sao jose da coroa grande,-8.8978,-35.1478,28.98,72,61,3.97,BR,1715697357
490,namestovo,49.4079,19.4803,19.43,100,52,3.42,SK,1715697357
491,karratha,-20.7377,116.8463,25.01,69,0,2.69,AU,1715697358
492,evergreen,39.6333,-105.3172,17.01,45,18,2.24,US,1715697300
493,gadzhiyevo,69.2551,33.3362,4.42,100,100,4.41,RU,1715697360
494,saint croix,17.7397,-64.7388,29.98,73,1,2.24,VI,1715697360
495,escanaba,45.7453,-87.0646,11.66,62,0,4.63,US,1715697361
496,marsa alam,25.0757,34.8918,26.07,44,0,6.74,EG,1715697362
497,okotoks,50.7289,-113.9828,9.07,89,96,2.81,CA,1715697078
498,bonner,48.8333,-117.0013,11.83,62,42,1.32,US,1715697363
499,taoudenni,22.6783,-3.9836,43.01,7,2,1.91,ML,1715697363
500,saint-apollinaire,47.3333,5.0833,14.79,88,100,4.12,FR,1715697364
501,olinda,-8.0089,-34.8553,29.85,74,40,4.12,BR,1715697364
502,antsohihy,-14.8796,47.9875,28.77,55,16,5.36,MG,1715697365
503,poso,-1.3959,120.7524,25.3,89,90,2.24,ID,1715697365
504,coahuayana de hidalgo,18.7,-103.6583,27.55,52,0,1.28,MX,1715697366
505,chengde,40.9725,117.9361,12.44,25,12,3.02,CN,1715697367
506,middelburg,-25.7751,29.4648,20.02,40,65,1.97,ZA,1715697367
507,lunavada,23.1333,73.6167,34.6,27,20,6.41,IN,1715697368
508,volda,62.1476,6.0741,24.27,35,0,4.12,NO,1715697368
509,oriximina,-1.7656,-55.8661,28.49,78,87,0.54,BR,1715697369
510,ha'il,27.5219,41.6907,32.01,15,0,4.12,SA,1715697370
511,haimen,23.1935,116.6142,20.94,72,3,4.86,CN,1715697374
512,kenai,60.5544,-151.2583,-0.97,93,0,2.06,US,1715697421
513,praia da vitoria,38.7333,-27.0667,19.31,59,40,5.23,PT,1715697421
514,aberystwyth,52.4155,-4.0829,18.27,73,90,8.34,GB,1715697422
515,cold lake,54.4502,-110.2017,10.97,62,75,3.6,CA,1715697423
516,xining,36.6167,101.7667,16.55,32,20,4.03,CN,1715697424
517,altay,47.8667,88.1167,17.0,63,2,0.51,CN,1715697270
518,barghat,22.0333,79.7167,32.35,29,83,3.27,IN,1715697425
519,puerto armuelles,8.2833,-82.8667,27.99,77,100,1.79,PA,1715697426
520,puerto baquerizo moreno,-0.9,-89.6,24.55,88,75,3.09,EC,1715697426
521,islamkot,24.6997,70.177,34.1,32,14,6.39,PK,1715697427
522,port-gentil,-0.7193,8.7815,27.98,69,20,2.06,GA,1715697427
523,idaho falls,43.4666,-112.0341,12.79,70,20,3.09,US,1715697428
524,inongo,-1.95,18.2667,25.55,84,97,5.03,CD,1715697428
525,montana,43.4125,23.225,17.86,70,100,1.73,BG,1715697429
526,taulaga,-11.0553,-171.0883,29.4,76,69,7.48,AS,1715697430
527,puerto colombia,10.9878,-74.9547,31.05,75,100,4.85,CO,1715697431
528,buka,40.8108,69.1986,29.08,23,97,1.45,UZ,1715697431
529,yamada,39.4667,141.95,10.36,73,0,2.55,JP,1715697432
530,moulins,46.5,3.3333,13.04,99,100,0.75,FR,1715697432
531,arish,31.1316,33.7984,21.57,63,0,5.23,EG,1715697433
532,och'amch'ire,42.7123,41.4686,11.75,90,100,1.12,GE,1715697433
533,hasaki,35.7333,140.8333,15.22,71,100,6.15,JP,1715697434
534,abadan,30.3392,48.3043,35.97,17,75,4.12,IR,1715697435
535,juva,56.4368,57.9478,5.79,52,79,2.75,RU,1715697436
536,laem sing,12.4816,102.0738,29.39,77,13,1.19,TH,1715697436
537,nantucket,41.2835,-70.0995,16.16,83,77,6.74,US,1715697437
538,urrao,6.3152,-76.1342,19.72,85,100,0.36,CO,1715697156
539,natal,-5.795,-35.2094,31.36,70,40,6.17,BR,1715697438
540,puerto gaitan,4.3133,-72.0816,27.05,81,100,2.3,CO,1715697439
541,sandnessjoen,66.0217,12.6316,21.29,48,0,7.72,NO,1715697440
542,saku,36.2167,138.4833,13.4,59,37,0.93,JP,1715697441
543,smithers,54.7804,-127.1743,7.18,81,75,2.06,CA,1715697441
544,burang,30.25,81.1667,3.27,69,33,2.06,CN,1715697442
545,gisborne,-38.6533,178.0042,11.38,82,100,1.75,NZ,1715697151
546,salalah,17.0151,54.0924,31.05,70,40,4.12,OM,1715697216
547,zhaqsy,51.9083,67.3133,9.42,60,100,6.33,KZ,1715697443
548,prabumulih,-3.45,104.25,24.24,99,100,1.36,ID,1715697444
549,ko samui,9.5357,99.9357,30.95,74,20,1.03,TH,1715697444
550,lashio,22.9333,97.75,23.6,60,19,0.93,MM,1715697445
551,luanda,-8.8368,13.2343,31.0,62,75,4.12,AO,1715697238
552,kelapa sawit,1.6698,103.5327,27.06,94,20,0.51,MY,1715697446
553,huilong,31.8111,121.655,16.55,74,0,4.14,CN,1715697446
554,brisas de zicatela,15.8369,-97.0419,29.29,61,40,2.57,MX,1715697447
555,leua,48.2156,18.6071,20.44,50,13,2.75,SK,1715697447
556,malpica,43.3228,-8.8105,15.19,66,12,6.88,ES,1715697448
557,sur,22.5667,59.5289,33.93,43,1,5.69,OM,1715697449
558,veinticinco de mayo,-35.4323,-60.1727,9.99,79,16,1.79,AR,1715697450
559,colonia,50.9333,6.95,28.84,36,0,6.17,DE,1715697422
560,colares,38.7992,-9.4469,19.82,64,40,9.39,PT,1715697452
561,broken hill,-31.95,141.4333,13.01,70,91,3.72,AU,1715697452
562,batesburg-leesville,33.9101,-81.5373,20.76,80,100,3.48,US,1715697453
563,okha,53.5739,142.9478,4.03,76,71,2.68,RU,1715697454
564,miyaly,48.8844,53.7836,14.51,43,66,5.22,KZ,1715697454
565,puli,23.9664,120.9695,21.03,92,7,1.55,TW,1715697455
566,alo,7.4178,6.7371,34.7,45,98,1.15,NG,1715697455
567,yerofey pavlovich,53.9667,121.9667,3.08,61,100,1.45,RU,1715697456
